14,4,10,5,1,4,0,T,A
12,1,2,6,6,5,3,F,A
14,16,9,0,7,5,2,T,A
14,8,4,2,7,1,2,T,A
7,2,10,7,4,0,0,T,A
11,9,5,4,1,1,6,T,B
4,14,7,1,0,3,4,F,B
4,9,10,1,6,1,4,F,B
12,2,9,0,3,4,6,T,B
3,7,4,5,5,2,2,F,B
9,17,14,3,5,5,1,T,A
5,13,1,5,3,3,5,F,B
0,1,11,7,0,0,7,F,B
4,0,11,7,3,1,2,T,A
9,7,7,8,3,4,6,F,B
6,0,8,4,6,2,1,F,A
12,17,10,6,0,7,2,T,A
0,4,6,3,5,3,5,F,A
6,17,3,0,5,6,3,T,A
2,1,11,3,0,7,6,F,B
11,15,8,1,7,5,6,T,A
9,11,7,0,7,4,0,F,B
9,12,14,5,1,5,7,F,B
4,5,5,9,0,2,2,F,A
0,18,9,0,4,6,5,T,A
12,11,9,2,4,3,0,F,A
9,16,2,1,5,4,1,F,A
0,7,9,5,5,5,2,F,A
7,4,6,0,3,4,7,F,A
10,15,6,3,0,4,4,T,A
9,15,8,1,6,6,3,F,A
1,9,4,6,2,6,6,T,B
1,15,9,8,6,1,5,F,A
1,11,10,7,2,4,6,T,A
14,19,7,4,7,3,4,F,B
3,7,7,2,0,6,0,T,A
0,17,0,8,2,3,4,F,A
6,13,5,4,0,5,6,F,A
3,19,0,0,6,2,5,T,B
7,5,11,5,0,3,0,F,B
19,16,9,7,7,7,6,F,B
16,16,8,9,2,2,0,F,A
17,15,3,9,3,7,4,F,B
9,7,9,5,3,4,2,F,A
19,7,6,2,1,1,2,T,A
9,4,11,9,2,5,3,F,A
12,3,5,3,6,7,6,F,B
7,14,13,3,7,3,7,T,A
7,19,7,4,7,0,2,F,B
19,5,10,4,5,6,1,F,A
18,3,14,1,0,7,0,T,A
4,11,0,9,3,6,3,F,A
13,18,6,1,4,1,4,T,A
16,16,4,1,6,4,2,T,A
1,3,13,1,0,7,6,F,B
17,5,13,7,2,5,2,F,B
8,17,13,2,3,2,7,T,A
10,10,10,1,7,3,3,F,B
16,8,12,3,7,5,6,T,A
16,15,11,6,3,1,3,T,A
6,2,6,9,6,0,4,T,B
4,17,6,3,6,5,1,F,A
8,9,0,3,6,0,1,F,B
12,11,12,7,7,5,7,F,B
18,15,0,9,7,3,2,T,A
15,5,12,0,1,7,0,T,B
7,14,14,9,7,0,0,F,A
0,13,2,4,3,1,5,T,A
16,1,14,8,2,5,6,F,A
18,8,3,9,7,2,1,T,A
3,15,2,2,7,2,6,F,B
9,7,5,9,2,2,5,F,A
6,12,13,4,2,0,6,F,B
0,0,10,5,7,7,2,T,A
3,0,8,2,3,7,0,F,A
0,10,9,1,6,6,3,T,A
12,4,4,1,3,7,3,T,A
19,9,11,1,2,3,4,F,B
16,1,1,7,3,7,1,F,A
4,12,1,0,1,3,4,F,B
10,13,12,9,3,6,7,F,A
18,17,13,6,1,1,0,F,A
6,14,3,1,7,6,4,T,B
15,18,5,6,5,3,0,F,A
4,12,5,3,0,3,0,F,A
10,15,5,8,7,2,4,F,B
4,9,7,7,0,1,6,F,B
0,10,13,9,7,7,3,T,A
1,10,8,6,7,6,0,T,A
13,3,5,8,7,2,5,F,B
15,7,13,1,3,5,3,F,A
3,19,2,5,2,4,0,F,B
17,9,12,6,6,7,5,F,B
3,17,10,3,0,3,5,F,A
19,1,10,5,1,4,7,T,A
13,19,8,9,5,2,1,F,A
16,18,12,0,2,0,5,T,A
1,9,4,3,6,6,1,F,B
18,19,9,6,4,7,1,T,A
19,16,8,6,6,5,7,F,A
0,16,6,8,7,4,3,T,A
5,0,7,6,1,6,6,F,B
0,2,10,2,2,5,4,F,A
8,18,4,0,7,4,7,T,B
17,11,5,5,5,4,6,F,B
9,1,12,1,3,3,4,T,B
15,4,9,8,6,0,0,F,A
10,1,11,9,4,3,7,T,A
0,3,0,6,4,5,6,T,A
4,14,5,3,4,3,7,F,B
11,12,9,3,4,1,3,T,A
12,6,13,9,1,4,6,F,B
13,14,8,3,5,3,2,T,A
5,14,4,8,6,6,4,F,B
11,9,4,4,0,3,5,T,B
6,3,13,5,5,0,7,T,A
0,2,6,4,1,2,3,T,B
8,11,1,2,3,5,2,T,A
4,19,9,2,6,0,4,T,A
11,4,5,7,6,4,1,T,A
7,18,1,8,5,1,0,F,A
10,2,6,4,0,2,3,T,B
8,3,9,3,4,7,5,F,B
7,4,2,8,6,1,5,T,A
17,12,7,0,0,3,1,F,B
11,14,5,6,4,7,2,F,A
13,13,8,2,4,6,3,T,A
2,16,6,6,4,6,1,F,A
12,3,0,2,4,5,4,F,B
12,9,0,8,7,3,5,T,B
12,11,5,6,2,0,5,T,A
10,18,8,4,7,0,4,T,B
0,11,5,8,7,0,1,F,A
7,17,6,6,6,5,3,T,A
19,15,3,3,0,4,4,F,B
6,4,3,7,0,3,4,T,B
13,10,4,9,3,2,7,T,B
11,19,8,8,5,6,5,F,A
12,19,12,1,6,0,5,F,B
4,11,14,9,1,7,0,T,A
19,4,8,6,5,4,7,F,A
18,5,6,5,2,0,4,T,B
16,17,9,4,3,1,4,F,A
8,13,6,9,6,1,3,T,A
17,9,1,6,5,3,5,T,A
10,10,0,3,1,5,3,T,B
18,5,9,1,0,1,6,F,A
11,3,11,5,0,3,3,T,B
3,2,12,2,4,5,7,T,A
17,10,12,7,5,2,0,F,B
0,18,0,1,1,3,6,F,B
1,6,14,4,4,2,3,T,B
19,6,0,6,1,3,0,F,B
8,5,4,8,6,7,5,T,B
3,14,10,7,4,0,7,F,B
15,13,10,9,1,5,3,F,A
15,4,13,7,0,0,4,F,B
15,10,13,8,1,3,5,F,B
13,3,8,9,1,6,6,F,A
15,2,3,4,2,4,4,T,B
9,11,8,8,0,4,0,T,A
2,13,1,6,6,1,5,T,A
17,1,6,0,1,7,6,T,B
6,6,11,6,6,5,1,T,A
2,18,4,5,2,6,0,T,B
13,15,1,5,5,3,3,F,A
17,18,2,5,2,0,6,F,B
14,6,13,8,4,5,3,T,A
11,9,1,9,7,5,3,T,A
18,5,8,8,1,1,2,F,A
1,10,5,4,6,3,4,T,B
3,1,0,9,2,7,6,F,B
5,16,9,1,7,3,5,T,A
10,4,13,4,5,1,1,F,A
7,16,5,4,4,6,4,F,A
10,15,8,3,5,1,4,T,A
11,11,14,1,0,0,3,F,A
1,12,2,0,6,2,1,F,B
6,6,0,9,6,7,3,T,A
8,6,7,6,2,5,0,F,A
9,15,1,5,3,4,2,T,A
8,6,2,7,4,4,6,F,B
2,16,5,3,0,3,4,F,B
14,14,2,0,7,1,7,T,B
6,8,4,9,6,5,1,F,A
6,12,10,5,2,0,5,F,A
3,11,9,8,6,6,2,T,A
11,4,7,9,4,5,7,F,A
3,14,10,2,7,2,1,F,A
1,0,4,0,5,5,7,T,A
15,0,14,1,5,7,4,F,B
10,7,3,0,6,6,7,F,B
17,11,6,7,6,5,1,F,A
0,7,1,4,7,2,7,T,A
8,2,4,1,6,1,5,F,B
18,10,7,0,2,6,4,F,B
10,0,9,8,0,2,5,F,A
12,2,4,9,5,0,4,T,B
6,19,12,5,0,7,4,T,B
15,7,10,4,1,4,2,T,A
5,13,11,7,7,6,2,F,B
15,16,10,6,3,7,2,T,A
3,1,13,9,2,6,3,T,A
12,16,3,3,2,3,0,F,B
11,13,9,5,2,2,6,T,B
1,18,1,6,2,2,6,F,B
13,0,7,4,0,6,0,T,A
3,13,4,1,7,0,7,F,B
4,14,5,3,2,5,0,T,A
0,4,8,0,3,5,6,T,A
18,15,7,5,7,6,5,F,B
0,2,2,2,1,5,4,F,B
1,9,12,7,4,1,1,F,B
14,12,4,3,6,4,2,T,B
15,4,2,7,7,5,6,F,B
18,16,7,2,4,7,1,F,A
19,16,7,9,5,0,2,T,A
10,17,11,9,0,0,6,T,A
5,0,4,7,6,4,3,T,B
19,9,6,6,2,5,2,T,A
19,8,5,2,2,3,4,T,A
12,3,6,8,3,4,0,T,A
3,16,13,8,0,4,4,F,A
9,16,2,8,2,2,4,T,A
2,1,9,7,6,3,0,T,B
19,16,6,9,3,0,7,F,A
1,18,12,0,4,0,3,F,B
11,10,11,2,5,3,0,T,B
9,13,5,2,1,2,0,F,B
17,15,5,4,7,1,4,F,B
7,8,3,3,5,3,4,F,B
14,13,7,2,3,6,7,T,A
11,16,3,1,3,4,7,T,A
2,18,5,1,0,7,6,F,A
3,8,14,2,7,6,1,T,A
13,16,5,4,3,0,2,T,A
11,3,6,8,2,0,5,F,B
10,4,3,4,7,4,5,F,B
5,13,11,0,4,5,2,T,A
3,11,4,0,7,5,2,T,A
18,15,11,3,2,5,1,F,A
16,14,11,8,3,5,3,T,A
2,9,1,5,5,1,7,T,A
13,5,11,6,2,3,6,T,A
10,11,6,6,7,2,2,F,B
3,17,1,7,2,1,4,F,B
15,7,3,6,4,2,5,T,A
13,9,1,1,0,0,5,T,A
6,12,10,1,1,1,6,T,A
15,10,3,4,5,0,6,T,B
2,0,0,2,3,0,7,F,A
0,8,11,5,0,2,0,T,A
0,13,9,4,6,2,3,F,B
9,19,8,6,3,6,0,T,A
2,14,7,2,3,1,1,F,A
18,10,14,9,5,2,5,F,B
17,5,12,3,0,4,0,F,B
14,19,13,3,2,5,1,F,B
9,13,10,1,2,5,7,F,A
1,2,5,1,2,3,7,T,B
19,12,12,6,6,4,4,T,A
12,19,5,8,2,3,7,T,A
10,14,11,0,1,0,1,T,B
3,2,1,0,7,2,2,T,B
2,9,4,0,1,3,6,F,B
17,5,1,8,0,4,6,T,A
12,7,14,6,7,2,2,F,B
5,0,7,1,6,0,4,F,B
7,18,11,0,7,4,2,T,B
1,17,10,6,1,3,2,T,A
12,17,4,3,4,2,5,T,B
18,19,5,6,7,2,4,F,B
0,11,7,4,1,7,3,T,A
17,15,13,2,3,6,1,T,A
3,5,14,9,3,4,7,F,B
7,16,1,4,4,7,7,T,A
11,11,1,1,2,1,1,F,A
11,6,2,9,0,2,5,T,A
2,19,7,1,4,5,7,T,A
16,18,14,9,4,5,2,F,A
12,1,5,3,2,2,2,F,B
7,16,5,9,2,0,6,T,A
3,3,7,2,6,6,6,T,A
1,14,7,1,6,5,2,F,B
13,4,8,6,2,1,0,T,A
14,2,6,8,5,4,0,F,B
8,4,8,6,1,2,1,F,A
10,2,1,5,1,4,6,F,B
3,1,3,8,0,4,0,F,A
17,6,0,7,0,4,4,T,B
15,4,13,1,4,4,4,T,A
18,7,3,3,6,5,3,F,B
13,14,3,0,1,0,4,T,B
14,13,2,3,4,4,0,F,B
10,17,4,0,7,7,4,F,B
13,4,7,1,1,4,1,F,A
3,5,0,2,3,1,7,T,A
11,15,0,8,6,2,3,T,A
17,11,6,3,1,7,2,T,A
8,10,3,7,5,7,6,F,B
19,2,14,1,0,3,0,T,A
7,8,10,4,2,5,7,T,A
11,11,6,7,4,7,0,F,B
4,12,2,1,2,0,1,F,A
19,10,0,0,0,1,6,F,B
0,8,12,1,1,1,2,T,A
17,14,10,5,6,6,3,T,A
13,7,4,9,6,5,3,F,A
7,4,13,7,6,4,3,T,A
16,13,2,2,5,1,7,F,A
7,19,0,4,4,2,7,T,A
9,10,4,1,6,1,3,T,B
0,18,2,7,6,6,5,T,A
19,13,7,5,6,0,5,F,B
7,8,5,4,4,3,1,T,A
0,18,4,2,1,0,6,T,A
12,4,5,8,0,2,5,T,A
8,19,1,6,3,1,5,F,A
8,1,0,1,1,7,2,F,B
13,8,4,0,4,7,1,F,A
1,0,13,0,1,2,2,F,B
12,5,0,8,3,3,6,T,B
15,17,5,0,1,1,2,T,A
12,7,10,0,3,3,7,F,B
4,2,13,6,2,2,5,F,A
18,11,1,3,1,1,5,T,A
16,2,2,0,6,4,5,T,B
15,3,0,3,2,4,3,F,B
6,8,4,5,6,7,6,F,B
0,5,0,8,6,2,7,F,B
4,5,7,7,7,7,4,T,B
18,13,8,7,1,3,4,F,B
9,0,13,9,7,6,3,F,A
0,11,10,7,7,4,1,T,A
17,8,13,8,0,5,2,F,A
1,10,10,9,3,5,0,T,A
15,11,12,9,7,1,4,T,A
18,17,3,0,7,6,2,F,B
0,1,8,8,4,2,1,F,A
19,1,12,6,3,3,4,T,A
8,4,8,6,1,5,0,F,A
11,17,14,7,3,2,4,T,B
12,14,14,3,4,1,0,T,A
7,1,10,1,4,7,0,F,A
2,19,0,6,4,5,4,F,B
3,4,0,2,7,3,0,F,A
4,10,2,0,4,3,2,T,A
14,12,10,5,2,5,0,F,B
5,7,11,2,0,3,4,F,B
6,11,10,2,4,4,1,F,A
19,15,3,6,7,7,7,T,A
11,16,11,8,4,7,6,F,B
18,13,12,5,1,7,0,F,B
4,5,1,6,4,4,5,F,A
0,7,12,0,6,3,5,F,B
17,17,11,3,5,3,0,F,B
8,17,3,5,2,1,6,F,B
5,15,6,5,0,1,0,T,A
16,13,1,9,5,2,1,F,A
15,6,4,9,6,1,1,T,A
9,3,3,3,2,7,2,F,B
18,14,8,4,2,1,2,F,A
0,0,3,7,2,0,5,F,B
14,0,1,2,1,2,0,T,A
12,19,1,1,7,5,5,F,B
15,8,11,6,4,7,6,F,B
15,7,1,2,4,4,7,F,A
7,8,5,1,5,0,6,T,A
15,11,1,0,1,1,0,F,B
15,15,0,2,5,6,4,T,A
16,19,9,9,2,1,0,T,A
14,8,11,3,4,2,2,T,B
15,10,14,2,4,2,7,T,A
2,14,7,9,3,2,2,T,B
4,13,4,6,5,3,1,F,A
19,4,9,3,3,2,1,T,A
4,6,12,8,2,2,7,T,A
4,3,10,3,7,5,6,F,B
14,4,14,8,6,2,3,T,A
5,2,0,5,5,2,4,T,B
1,11,14,1,7,4,1,F,B
14,7,3,3,6,4,4,T,B
15,6,2,7,4,6,2,F,B
12,13,8,7,7,1,1,F,B
11,5,14,5,7,4,4,T,B
11,4,8,7,1,6,6,T,A
14,0,0,5,1,4,3,T,B
10,8,4,9,5,2,7,T,B
6,4,5,7,0,4,3,T,A
14,13,4,7,1,0,5,T,B
15,11,13,5,6,5,6,F,A
15,16,1,3,5,5,5,F,A
4,9,2,5,5,2,3,T,B
13,14,13,7,6,7,5,F,A
0,8,4,9,6,2,3,F,B
15,14,10,2,4,5,2,T,A
13,19,7,2,1,1,1,T,A
3,19,2,6,3,4,6,T,A
17,13,13,6,1,6,7,T,A
5,18,7,4,5,1,5,T,A
18,3,3,2,2,6,6,F,B
10,0,12,9,4,2,3,F,B
9,7,11,7,5,5,6,T,B
14,2,12,2,5,3,5,T,A
18,0,14,0,5,5,3,F,A
8,17,8,8,4,0,1,F,A
13,7,14,5,1,3,2,T,A
13,7,1,8,0,0,5,T,A
7,12,11,5,2,5,0,T,A
8,11,5,3,6,2,0,T,B
9,11,3,0,0,1,2,F,A
11,5,10,7,2,3,6,T,B
18,11,8,8,0,4,0,T,A
9,7,7,3,3,0,7,T,B
11,13,12,4,3,6,5,F,B
16,1,8,4,2,2,6,F,B
5,0,9,6,3,4,2,F,A
2,12,6,7,2,5,2,F,B
17,3,14,2,0,7,2,F,A
16,18,2,1,5,4,0,T,A
8,17,6,6,2,1,6,T,A
15,15,4,4,4,0,6,T,A
8,3,6,6,4,4,3,T,A
0,3,11,8,1,6,5,T,A
17,9,0,7,2,1,5,F,B
9,4,4,6,4,5,1,T,A
19,16,11,7,1,4,5,T,B
2,9,12,1,0,3,5,T,A
17,5,0,7,1,4,6,F,B
18,1,14,3,1,6,7,F,B
16,1,8,8,6,3,3,F,A
5,8,5,6,4,3,0,F,A
0,8,9,6,1,4,7,T,A
10,9,14,8,1,6,3,F,B
10,18,8,5,6,5,1,F,A
1,7,7,5,4,4,6,T,B
9,0,5,9,6,4,5,F,A
1,13,2,6,5,3,6,T,A
15,12,13,3,4,0,2,F,B
3,6,5,4,7,0,1,T,A
0,16,10,6,3,3,0,T,A
15,18,3,1,2,4,3,F,B
5,17,5,1,2,6,1,F,A
7,16,11,2,7,3,5,T,A
0,10,5,1,0,6,5,T,A
17,16,0,5,7,5,4,T,A
1,18,4,2,1,5,5,T,A
19,19,6,2,0,4,2,T,A
14,18,13,1,4,7,5,T,A
7,14,2,1,2,4,0,T,A
15,8,11,0,1,6,1,T,B
17,8,3,1,6,6,0,T,A
8,17,13,5,5,3,3,T,A
13,16,2,1,7,2,0,F,B
4,17,13,3,6,6,0,F,A
16,5,13,5,3,0,2,F,A
4,5,12,7,7,3,6,F,B
6,2,0,3,1,7,7,T,B
11,9,10,7,4,5,6,F,B
12,0,7,1,4,3,0,F,B
1,12,1,2,7,2,2,F,B
17,17,4,3,0,4,6,T,B
17,18,11,1,6,1,5,T,A
9,3,12,2,4,2,7,F,B
5,1,7,8,5,6,0,F,B
16,17,14,4,1,6,0,F,A
8,10,13,1,1,7,1,T,A
0,8,7,5,2,0,7,F,B
9,0,3,1,6,1,2,T,A
5,9,10,8,2,5,1,F,A
4,15,0,9,7,4,7,F,A
3,17,3,0,2,7,6,F,B
12,18,3,1,0,5,1,T,A
12,18,13,8,4,6,3,T,A
0,9,5,6,2,0,6,F,A
1,11,6,0,6,2,6,T,B
2,5,7,7,0,3,5,F,B
12,12,2,8,7,5,0,T,A
2,7,4,2,6,5,7,T,A
16,11,6,4,5,1,4,T,A
3,6,8,8,6,3,0,F,A
6,8,0,9,1,5,7,F,A
17,18,12,1,0,5,3,F,A
0,15,5,2,2,5,6,T,A
17,15,8,5,5,3,3,T,A
18,18,14,5,0,6,2,F,A
4,0,8,6,5,1,6,T,A
3,1,2,6,6,1,6,F,A
3,6,9,1,3,7,4,F,B
11,13,11,2,1,3,6,T,B
5,6,3,5,1,0,4,F,B
0,16,10,2,5,0,7,F,A
9,18,11,8,4,6,6,F,B
17,6,0,1,6,4,7,F,B
7,3,13,1,7,6,2,T,A
5,6,2,7,3,0,1,T,B
8,15,4,5,3,5,0,F,A
8,14,11,1,5,7,2,T,A
1,7,11,9,7,3,7,F,B
1,9,0,1,2,3,6,F,B
6,15,6,6,5,7,2,F,A
6,15,9,6,5,7,4,F,A
19,0,2,5,4,2,6,F,B
17,18,13,3,0,5,7,F,A
3,14,5,2,3,7,3,F,A
10,8,3,2,1,0,2,F,B
0,1,11,4,0,4,7,T,A
19,1,7,5,4,7,0,F,B
10,14,13,1,1,1,4,T,A
12,19,9,2,7,5,6,F,B
3,8,9,6,4,3,3,F,A
18,12,6,8,2,0,5,T,A
1,9,4,1,4,1,3,F,B
8,17,14,1,0,1,7,F,A
14,18,12,8,5,2,0,F,B
19,15,11,8,6,2,3,F,B
0,11,13,0,3,5,4,T,A
9,3,9,0,1,5,5,T,A
14,8,12,3,1,1,3,F,B
6,8,11,8,1,0,7,F,B
8,19,9,3,4,0,0,F,B
10,1,6,1,2,7,0,T,A
12,7,10,2,1,1,2,T,A
15,9,8,1,4,5,0,T,A
16,12,0,6,5,5,7,F,A
1,14,14,5,4,3,5,F,B
18,19,1,5,0,5,3,T,A
13,17,12,6,2,6,2,T,A
15,10,10,6,0,6,4,T,A
10,7,13,8,6,2,0,F,B
15,13,0,4,6,1,0,F,B
1,15,7,3,1,1,3,T,B
9,4,2,5,5,2,5,T,A
6,5,1,0,6,5,4,F,B
10,11,6,3,6,1,4,T,B
19,4,7,9,0,6,3,F,A
19,7,9,6,4,2,7,T,A
15,10,1,9,3,4,6,F,B
9,0,14,6,4,2,4,T,A
15,3,8,0,6,4,5,T,A
15,3,13,6,0,5,3,T,A
2,17,7,2,4,3,7,F,A
14,9,10,8,7,1,0,F,B
10,7,7,7,1,4,6,T,B
6,9,12,3,4,1,1,F,B
6,4,9,3,0,1,6,F,A
17,11,3,1,7,2,1,T,B
7,5,14,2,2,3,3,F,A
4,3,7,0,3,7,2,T,B
6,6,8,4,5,6,4,T,A
3,12,10,3,6,3,3,T,A
15,18,11,8,1,4,5,F,B
5,16,10,0,4,2,0,T,A
9,5,4,5,4,7,0,F,B
4,1,1,4,0,2,0,F,A
0,8,0,7,1,1,3,F,B
16,0,13,2,6,4,2,F,A
18,7,10,6,7,0,4,F,B
19,5,9,0,0,7,5,T,A
9,0,9,5,7,3,4,F,B
0,10,8,0,1,3,0,T,A
0,12,0,2,2,0,2,T,A
6,0,12,5,2,5,0,T,A
4,12,11,4,0,1,2,T,A
19,4,12,4,1,2,1,T,A
12,6,5,1,5,0,1,F,A
2,7,3,1,4,0,3,F,B
15,0,12,1,0,6,6,T,A
8,15,3,3,0,2,2,T,A
17,4,2,7,3,0,0,F,B
11,13,13,0,7,1,1,F,A
0,15,8,9,6,1,6,T,A
9,19,12,1,0,4,7,F,B
13,3,9,1,3,3,3,T,A
7,5,14,4,1,3,0,T,A
4,0,6,7,0,6,0,T,A
6,18,12,1,6,2,4,T,B
4,3,12,4,2,1,7,T,A
18,2,5,4,4,4,7,F,B
12,2,4,9,1,1,5,T,B
1,12,13,4,6,0,0,T,A
16,5,10,7,7,3,3,T,B
0,11,8,6,7,5,5,F,A
16,11,3,8,0,0,0,F,A
4,16,6,0,6,2,4,T,B
13,16,1,8,6,2,3,T,A
9,7,3,1,7,3,1,F,B
0,12,11,1,4,2,5,T,A
10,6,11,6,6,0,0,F,B
2,1,10,7,0,7,5,F,A
16,16,2,4,1,2,1,F,A
12,19,4,8,6,3,6,T,B
10,19,11,4,3,3,1,T,B
7,6,6,7,3,7,0,F,B
4,2,1,7,2,5,4,T,B
9,16,1,7,6,1,6,T,A
11,5,12,2,7,2,3,T,B
14,19,1,6,1,3,3,F,B
18,12,11,7,6,0,4,T,B
5,16,11,2,4,2,6,T,A
0,16,8,4,5,1,7,T,A
10,0,13,1,4,0,7,F,A
13,3,1,9,4,4,4,F,B
13,19,6,2,1,5,4,F,A
8,18,10,1,3,2,1,T,A
13,11,0,7,6,7,2,T,A
7,4,9,7,7,4,3,T,A
8,7,0,0,2,3,0,F,B
10,7,3,8,4,0,3,T,A
1,8,8,5,3,2,4,F,B
0,7,7,5,4,5,3,T,A
12,1,7,4,3,1,2,T,A
4,19,12,1,0,5,3,T,A
14,10,12,9,3,7,1,T,A
15,3,4,6,0,4,1,F,A
11,9,9,1,2,3,7,T,B
12,16,7,9,0,7,1,T,A
4,6,9,4,0,3,5,F,A
9,1,8,9,2,5,5,T,A
12,13,1,4,4,2,5,T,A
9,5,10,4,5,6,3,T,A
10,5,11,9,6,3,0,F,B
4,5,7,6,2,5,3,T,A
10,7,2,5,4,5,6,F,B
5,5,3,8,3,0,7,T,B
13,5,13,0,6,6,7,F,B
10,18,1,1,1,4,6,T,B
10,19,7,4,4,7,0,T,B
17,11,8,3,7,2,6,F,B
12,0,4,1,4,3,7,F,B
18,8,7,7,1,7,0,F,B
19,0,10,9,5,3,0,T,A
18,3,11,5,5,1,4,T,B
12,19,9,9,6,0,3,T,A
19,7,4,6,3,2,1,F,B
9,4,1,7,3,7,4,T,A
10,17,14,4,2,0,6,F,B
7,6,6,0,1,1,1,T,A
17,5,3,4,0,1,7,T,A
5,12,6,3,3,7,5,T,B
2,0,5,1,6,2,2,F,B
10,15,0,6,6,4,7,T,A
